,Communes,Classement
965,NOVION PORCIEN,17724
966,VAUDESSON,20496
967,INCARVILLE,2919
968,COURTENOT,22264
969,OLIZY PRIMAT,32637
970,VAUXAILLON,16789
971,IVRY LA BATAILLE,7343
972,CRESANTIGNES,30529
973,OMICOURT,29444
974,VESLES ET CAUMONT,32123
975,JOUY SUR EURE,16867
976,CUNFIN,34547
977,OMONT,32798
978,VIC SUR AISNE,15310
979,LIGNEROLLES,20994
980,DROUPT ST BASLE,31722
981,OSNES,15758
982,VIEL ARCY,25036
983,LONGCHAMPS,25033
984,EGUILLY SOUS BOIS,34139
985,PURE,17074
986,VIERZY,28283
987,LOUVERSEY,14737
988,FONTAINE MACON,15858
989,RUMIGNY,30211
990,VIFFORT,26725
991,LYONS LA FORET,15399
992,FONTENAY DE BOSSERY,23223
993,ST GERMAINMONT,31121
994,VILLERET,23254
995,MALOUY,13980
996,FONTETTE,34424
997,ST LAURENT,1974
998,VILLERS COTTERETS,4748
999,LE MANOIR,4177
1000,FRALIGNES,25538
1001,ST MARCEAU,6598
1002,VILLERS LE SEC,29261
1003,MARBEUF,11702
1004,GRANDVILLE,34578
1005,ST MENGES,7832
1006,VILLERS LES GUISE,25642
1007,MENNEVAL,3391
1008,LES GRANGES,32456
1009,ST PIERREMONT,34435
1010,VIRY NOUREUIL,3389
1011,MESNIL VERCLIVES,17997
1012,GYE SUR SEINE,32103
1013,SAULT ST REMY,30672
1014,VIVAISE,13777
1015,MEZIERES EN VEXIN,11772
1016,JAUCOURT,22649
1017,SAUVILLE,34020
1018,VREGNY,10679
1019,MORSAN,13096
1020,JAVERNANT,25060
1021,SECHAULT,34526
1022,VUILLERY,11074
1023,MUIDS,8432
1024,LAGESSE,27446
1025,SENUC,34056
1026,WIMY,15624
1027,NASSANDRES SUR RISLE,10438
1028,LANTAGES,31858
1029,SERAINCOURT,33930
1030,AINAY LE CHATEAU,21563
1031,NASSANDRES SUR RISLE,10438
1032,LENTILLES,32993
1033,SERY,21788
1034,ARPHEUILLES ST PRIEST,20260
1035,NASSANDRES SUR RISLE,10438
1036,LESMONT,31684
1037,SEVIGNY LA FORET,28356
1038,BARBERIER,26003
1039,NEAUFLES ST MARTIN,4983
1040,LA LOGE POMBLIN,32445
1041,SORBON,13558
1042,BAYET,25521
1043,NEAUFLES AUVERGNY,28809
1044,MACEY,15879
1045,SORMONNE,19855
1046,BEAULON,17736
1047,NEAUFLES AUVERGNY,28809
1048,MAGNANT,23388
1049,SUGNY,32309
1050,BERT,32443
1051,LA NEUVILLE DU BOSC,16775
1052,MAGNICOURT,33913
1053,SY,34303
1054,BEZENET,16372
1055,NOARDS,20506
1056,MAGNY FOUCHARD,30678
1057,TAGNON,20106
1058,BIZENEUILLE,28502
1059,ORMES,22311
1060,MAILLY LE CAMP,32909
1061,TAIZY,18699
1062,BRAIZE,26173
1063,LE VAL DORE,8210
1064,MARCILLY LE HAYER,27854
1065,THILAY,11171
1066,BRANSAT,26718
1067,LE VAL DORE,8210
1068,MATHAUX,908
1069,THILAY,11171
1070,BROUT VERNET,14254
1071,LES PLACES,18928
1072,MERGEY,16466
1073,THIN LE MOUTIER,27450
1074,BUXIERES LES MINES,33419
1075,LE PLESSIS GROHAN,10032
1076,MERREY SUR ARCE,17192
1077,THUGNY TRUGNY,13915
1078,LA CHABANNE,32301
1079,PORTE DE SEINE,5679
1080,MESNIL SELLIERES,13956
1081,TOGES,32800
1082,CHANTELLE,19494
1083,PREY,6129
1084,MONTAULIN,11274
1085,TOURTERON,31727
1086,LA CHAPELAUDE,15838
1087,PULLAY,9674
1088,NEUVILLE SUR SEINE,29861
1089,VAUX CHAMPAGNE,28561
1090,CHAPPES,30939
1091,LA PYLE,14597
1092,LES NOES PRES TROYES,1128
1093,VAUX LES MOUZON,16817
1094,CHARMES,15861
1095,ROMILLY SUR ANDELLE,3287
1096,NOGENT SUR SEINE,4223
1097,VAUX VILLAINE,28227
1098,CHARROUX,26970
1099,LA ROQUETTE,12782
1100,ORVILLIERS ST JULIEN,26982
1101,VILLERS SEMEUSE,1127
1102,CHASSENARD,20441
1103,RUGLES,6124
1104,PERIGNY LA ROSE,17462
1105,VIREUX MOLHAIN,14234
1106,CHATEL MONTAGNE,29631
1107,SACQUENVILLE,7580
1108,PERTHES LES BRIENNE,28001
1109,VOUZIERS,10470
1110,CHATILLON,30066
1111,ST ANTONIN DE SOMMAIRE,14526
1112,PLANTY,33368
1113,YVERNAUMONT,16535
1114,CHEVAGNES,23903
1115,TREIS SANTS EN OUCHE,4010
1116,POUGY,34304
1117,AIGUES JUNTES,20219
1118,CHEZY,24630
1119,STE COLOMBE LA COMMANDERIE,20084
1120,PROVERVILLE,11416
1121,ARABAUX,6425
1122,CRESSANGES,31742
1123,ST DENIS D AUGERONS,32347
1124,RANCES,33406
1125,ARROUT,27887
1126,DENEUILLE LES CHANTELLE,26459
1127,ST DIDIER DES BOIS,3642
1128,RIGNY LA NONNEUSE,30091
1129,ASTON,34340
1130,DURDAT LAREQUILLE,9564
1131,ST ETIENNE SOUS BAILLEUL,7693
1132,RIGNY LE FERRON,33152
1133,AUDRESSEIN,28998
1134,GANNAT,3741
1135,ST GEORGES DU VIEVRE,13169
1136,RILLY STE SYRE,30900
1137,AUGIREIN,34448
1138,HAUTERIVE,5257
1139,ST GERMAIN DE PASQUIER,5362
1140,ROMILLY SUR SEINE,1199
1141,BELLOC,26540
1142,ISLE ET BARDAIS,31943
1143,LE LESME,27274
1144,ROSNAY L HOPITAL,32444
1145,BESSET,19133
1146,LIERNOLLES,33546
1147,STE MARIE DE VATIMESNIL,23778
1148,ROUILLY ST LOUP,3235
1149,BONNAC,16391
1150,LOUCHY MONTFAND,14845
1151,ST MESLIN DU BOSC,13997
1152,ROUILLY ST LOUP,3235
1153,LE BOSC,31358
1154,LURCY LEVIS,25426
1155,ST PIERRE DES IFS,17957
1156,RUVIGNY,4597
1157,BRIE,24101
1158,MAGNET,13829
1159,ST PIERRE DU BOSGUERARD,8461
1160,ST BENOIT SUR SEINE,8920
1161,LES CABANNES,25628
1162,MARIGNY,12618
1163,ST PIERRE DU VAUVRAY,2585
1164,ST FLAVY,22392
1165,CADARCET,27217
1166,MEAULNE VITRAY,27622
1167,ST SIMEON,12833
1168,ST GERMAIN,1961
1169,CALZAN,23070
1170,MOLINET,19684
1171,ST SULPICE DE GRIMBOUVILLE,11349
1172,ST LEGER SOUS MARGERIE,34486
1173,CAMON,25034
1174,MONETAY SUR LOIRE,33687
1175,ST SYMPHORIEN,10662
1176,ST MESMIN,28614
1177,CANTE,17660
1178,MONTAIGUET EN FOREZ,31419
1179,ST VICTOR D EPINE,15680
1180,ST OULPH,19218
1181,CASTELNAU DURBAN,28992
1182,MONTLUCON,319
1183,LA SAUSSAYE,3433
1184,LA SAULSOTTE,25531
1185,CASTILLON EN COUSERANS,22538
1186,MURAT,34005
1187,SURTAUVILLE,12427
1188,SAVIERES,26740
1189,CAUMONT,11200
1190,NEUVY,3386
1191,THIBOUVILLE,15082
1192,SEMOINE,34640
1193,CAZAUX,24507
1194,PARAY LE FRESIL,33033
1195,THIERVILLE,16417
1196,TORCY LE GRAND,27072
1197,CLERMONT,31325
1198,PARAY SOUS BRIAILLES,14879
1199,TILLEUL DAME AGNES,24061
1200,TRANCAULT,33287
1201,DALOU,8181
1202,PIERREFITTE SUR LOIRE,30737
1203,LA VACHERIE,17188
1204,VAILLY,6019
1205,DURBAN SUR ARIZE,28780
1206,POEZAT,10788
1207,VANDRIMARE,14196
1208,VAUCHONVILLIERS,24913
1209,ENCOURTIECH,15850
1210,PREMILHAT,6020
1211,VAUX SUR EURE,13211
1212,VAUCOGNE,34116
1213,EYCHEIL,14453
1214,RONNET,24841
1215,LES TROIS LACS,10655
1216,VAUPOISSON,33311
1217,GAJAN,13333
1218,ST ANGEL,7661
1219,VERNEUIL D AVRE ET D ITON,2288
1220,VENDEUVRE SUR BARSE,12144
1221,GANAC,13521
1222,ST BONNET TRONCAIS,21780
1223,VEZILLON,7954
1224,VERNONVILLIERS,23236
1225,L HOSPITALET PRES L ANDORRE,33532
1226,ST FELIX,18093
1227,LA VIEILLE LYRE,27513
1228,VERRICOURT,34201
1229,ILHAT,19474
1230,ST GERMAIN DES FOSSES,2431
1231,VILLETTES,25899
1232,VILLADIN,30706
1233,LANOUX,29645
1234,ST LEON,32451
1235,VILLEZ SUR LE NEUBOURG,11358
1236,VILLEMOYENNE,18378
1237,LARBONT,24456
1238,ST LOUP,15252
1239,VRAIVILLE,9112
1240,VILLENAUXE LA GRANDE,16329
1241,LASSUR,32557
1242,ST MARCEL EN MARCILLAT,26287
1243,VAL DE REUIL,970
1244,VILLIERS HERBISSE,34637
1245,LERAN,13901
1246,ST NICOLAS DES BIEFS,31882
1247,ALLUYES,21022
1248,VILLIERS LE BOIS,34711
1249,LESCOUSSE,21066
1250,ST PRIEST EN MURAT,29533
1251,ARDELU,26726
1252,VINETS,33329
1253,LESCURE,25707
1254,ST PRIX,23740
1255,AUNEAU BLEURY ST SYMPHORIEN,6775
1256,VULAINES,30109
1257,LORDAT,32386
1258,ST SORNIN,30325
1259,LES AUTELS VILLEVILLON,30397
1260,AIROUX,15953
1261,MAUVEZIN DE PRAT,22595
1262,ST VOIR,33070
1263,AUTHON DU PERCHE,18130
1264,AJAC,23995
1265,MIJANES,34270
1266,SAUVAGNY,33171
1267,BARJOUVILLE,3124
1268,ALAIGNE,30937
1269,MONTJOIE EN COUSERANS,11914
1270,TEILLET ARGENTY,29379
1271,BERCHERES ST GERMAIN,20484
1272,ALAIRAC,8028
1273,MONTJOIE EN COUSERANS,11914
1274,LE THEIL,31786
1275,BERCHERES SUR VESGRE,21443
1276,ALBAS,33941
1277,MONTSERON,29475
1278,THENEUILLE,34072
1279,LA BOURDINIERE ST LOUP,27216
1280,ALZONNE,10915
1281,NIAUX,19608
1282,TREZELLES,28929
1283,BONCE,26174
1284,ARTIGUES,32216
1285,PAILHES,23307
1286,VALIGNAT,27790
1287,BONNEVAL,3077
1288,AURIAC,34474
1289,PRADES,32536
1290,VEAUCE,27841
1291,CERNAY,27123
1292,LA BEZOLE,30594
1293,RIEUCROS,22976
1294,VENDAT,4401
1295,CHAMPHOL,1828
1296,BOURIGEOLE,28105
1297,RIEUX DE PELLEPORT,8648
1298,VERNEIX,13224
1299,LA CHAPELLE DU NOYER,5622
1300,BREZILHAC,27657
1301,RIMONT,33095
1302,LE VILHAIN,33043
1303,LA CHAPELLE FORAINVILLIERS,13132
1304,CABRESPINE,26706
1305,ST JEAN D AIGUES VIVES,10439
1306,ARCHAIL,19781
1307,CHASSANT,26495
1308,CAMBIEURE,24779
1309,ST JEAN DU CASTILLONNAIS,33910
1310,AUBENAS LES ALPES,25267
1311,CLEVILLIERS,28261
1312,CAPENDU,13136
1313,ST JEAN DE VERGES,7327
1314,BEYNES,32152
1315,CLOYES LES TROIS RIVIERES,3065
1316,CARCASSONNE,88
1317,ST JULIEN DE GRAS CAPOU,26194
1318,BRAS D ASSE,31399
1319,LE COUDRAY,1620
1320,CASSAIGNES,18216
1321,ST MARTIN D OYDES,25031
1322,LA BRILLANNE,9122
1323,COULOMBS,12334
1324,LES CASSES,28093
1325,ST MICHEL,18749
1326,BRUNET,32487
1327,COURBEHAYE,32566
1328,CAUNETTE SUR LAUQUET,34310
1329,ST PAUL DE JARRAT,12760
1330,LE CAIRE,27002
1331,CRUCEY VILLAGES,24122
1332,CEPIE,12322
1333,ST PIERRE DE RIVIERE,4289
1334,CASTELLANE,12411
1335,CRUCEY VILLAGES,24122
1336,CHALABRE,10598
1337,SENTENAC DE SEROU,32489
1338,LE CASTELLARD MELAN,33073
1339,DAMPIERRE SUR AVRE,15287
1340,CLERMONT SUR LAUQUET,33787
1341,SOR,29501
1342,VAL DE CHALVAGNE,34014
1343,DANGERS,18219
1344,COMIGNE,20140
1345,SOUEIX ROGALLE,29406
1346,LE CHAFFAUT ST JURSON,16799
1347,DREUX,580
1348,COUNOZOULS,34705
1349,SOUEIX ROGALLE,29406
1350,LE CHAFFAUT ST JURSON,16799
1351,LE FAVRIL,21797
1352,COUSTOUGE,30061
1353,SURBA,14594
1354,CHATEAUNEUF VAL ST DONAT,26954
1355,FONTAINE LA GUYON,12234
1356,CUMIES,26421
1357,THOUARS SUR ARIZE,20601
1358,CHAUDON NORANTE,31946
1359,FRUNCE,28803
1360,CUXAC CABARDES,17991
1361,LA TOUR DU CRIEU,4325
1362,CLARET,29468
1363,GALLARDON,8609
1364,CUXAC D AUDE,8045
1365,URS,29417
1366,CURBANS,26314
1367,GARANCIERES EN BEAUCE,27406
1368,LA DIGNE D AMONT,24486
1369,VAYCHIS,30159
1370,ENCHASTRAYES,13251
1371,GERMAINVILLE,11531
1372,DOUZENS,16554
1373,VERNAJOUL,4238
1374,ENTREPIERRES,24300
1375,GOMMERVILLE,20673
1376,ESCALES,8951
1377,VAL DE SOS,30635
1378,ESPARRON DE VERDON,32289
1379,GOMMERVILLE,20673
1380,ESPEZEL,29219
1381,VILLENEUVE DU PAREAGE,8489
1382,FAUCON DU CAIRE,30928
1383,GOUILLONS,33481
1384,LA FAJOLLE,34144
1385,VIRA,27838
1386,LE FUGERET,33440
1387,HOUX,16070
1388,FENOUILLET DU RAZES,30395
1389,VIVIES,26392
1390,GANAGOBIE,26451
1391,JALLANS,6043
1392,FERRAN,31000
1393,ARCIS SUR AUBE,17040
1394,L HOSPITALET,34524
1395,JANVILLE EN BEAUCE,13697
1396,FESTES ET ST ANDRE,23609
1397,ARCONVILLE,23893
1398,LAMBRUISSE,33627
1399,JOUY,6091
1400,FONTERS DU RAZES,18728
1401,ARSONVAL,22283
1402,LURS,22613
1403,LEVAINVILLE,15772
1404,FONTIERS CABARDES,22710
1405,AULNAY,34207
1406,MANE,10872
1407,LOUVILLIERS EN DROUAIS,11757
1408,FONTJONCOUSE,32806
1409,VAL D AUZON,31626
1410,MONTJUSTIN,23850
1411,MARCHEVILLE,24244
1412,FOURTOU,34118
1413,AVON LA PEZE,33328
1414,MONTSALIER,30390
1415,MARVILLE MOUTIERS BRULE,11331
1416,GINCLA,33792
1417,BALIGNICOURT,34468
1418,LA MOTTE DU CAIRE,19279
1419,MONDONVILLE ST JEAN,32567
1420,GRUISSAN,238
1421,BALNOT LA GRANGE,33113
1422,NIOZELLES,18641
1423,MONTIGNY LE CHARTIF,26581
1424,LABASTIDE EN VAL,33919
1425,BETIGNICOURT,33138
1426,PEYRUIS,20571
1427,MONTLANDON,25530
1428,LADERN SUR LAUQUET,20772
1429,BOURANTON,4228
1430,PRADS HAUTE BLEONE,34756
1431,MORANCEZ,3431
1432,LA PALME,831
1433,BOURGUIGNONS,14612
1434,PRADS HAUTE BLEONE,34756
1435,MORIERS,26091
1436,LAPRADE,28138
1437,BOUY SUR ORVIN,23082
1438,PUIMICHEL,33305
1439,MORVILLIERS,29948
1440,LEUCATE,585
1441,BREVIANDES,882
1442,REVEST DES BROUSSES,27820
1443,MOTTEREAU,19924
1444,LIMOUX,2042
1445,BRIENNE LE CHATEAU,14074
1446,LA ROCHEGIRON,34295
1447,NERON,14731
1448,MAILHAC,23357
1449,BUCHERES,2852
1450,ROUMOULES,29784
1451,NOGENT LE ROI,7788
1452,MALVIES,19124
1453,CELLES SUR OURCE,27641
1454,ST ANDRE LES ALPES,18582
1455,NOGENT SUR EURE,10293
1456,MIREPEISSET,16449
1457,CHACENAY,33087
1458,STE CROIX DU VERDON,1036
1459,NONVILLIERS GRANDHOUX,29529
1460,MIREVAL LAURAGAIS,18300
1461,CHAMPFLEURY,34188
1462,ST JULIEN D ASSE,33889
1463,OUARVILLE,31133
1464,MISSEGRE,32876
1465,CHAPPES,26267
1466,ST MAIME,11214
1467,PIERRES,11379
1468,MONTFORT SUR BOULZANE,33602
1469,CHAUCHIGNY,28368
1470,ST MICHEL L OBSERVATOIRE,19175
1471,POUPRY,23757
1472,MONTIRAT,6113
1473,CHESSY LES PRES,32364
1474,ST PIERRE,30719
1475,PRASVILLE,31949
1476,VAL DE DAGNE,22284
1477,COCLOIS,34376
1478,STE TULLE,4729
1479,PRUDEMANCHE,25759
1480,PADERN,32967
1481,COLOMBE LE SEC,25554
1482,SAUMANE,33998
1483,PRUNAY LE GILLON,25539
1484,PAULIGNE,23887
1485,COURCELLES SUR VOIRE,30940
1486,SIGONCE,24784
1487,ROINVILLE,20721
1488,PAZIOLS,25396
1489,COURTERANGES,7780
1490,SISTERON,1607
1491,ROUVRAY ST DENIS,27112
1492,PEYRIAC DE MER,803
1493,COURTERON,28826
1494,THORAME BASSE,34831
1495,RUEIL LA GADELIERE,22159
1496,QUILLAN,3770
1497,CUSSANGY,32888
1498,LES THUILES,28836
1499,ST ARNOULT DES BOIS,16970
1500,QUINTILLAN,34137
1501,DAMPIERRE,34418
1502,VAUMEILH,29991
1503,ST AVIT LES GUESPIERES,18198
1504,RICAUD,17042
1505,DAVREY,27414
1506,VERGONS,33351
1507,ST CHRISTOPHE,16316
1508,ROQUEFORT DE SAULT,34476
1509,DIERREY ST PIERRE,29135
1510,VILLEMUS,16163
1511,VILLEMAURY,30341
1512,ROQUETAILLADE ET CONILHAC,20850
1513,DONNEMENT,34490
1514,ABRIES RISTOLAS,33676
1515,ST ELIPH,12964
1516,STE COLOMBE SUR GUETTE,34285
1517,FERREUX QUINCEY,24885
1518,L ARGENTIERE LA BESSEE,4242
1519,ST JEAN DE REBERVILLIERS,24479
1520,ST COUAT D AUDE,22389
1521,FRAVAUX,23395
1522,ASPRES LES CORPS,29344
1523,ST LUBIN DES JONCHERETS,5885
1524,ST FRICHOUX,21658
1525,FRESNOY LE CHATEAU,14630
1526,ASPRES SUR BUECH,11857
1527,ST MARTIN DE NIGELLES,13426
1528,ST JEAN DE BARROU,32114
1529,FULIGNY,33619
1530,AVANCON,22047
1531,ST REMY SUR AVRE,4113
1532,ST JEAN DE PARACOL,25170
1533,GUMERY,22685
1534,BARATIER,748
1535,ST SAUVEUR MARVILLE,25504
1536,ST MARCEL SUR AUDE,9485
1537,JESSAINS,26012
1538,LA BATIE NEUVE,7599
1539,SANTEUIL,31535
1540,ST MARTIN DES PUITS,33647
1541,JULLY SUR SARCE,24040
1542,LA BATIE VIEILLE,13110
1543,SANTILLY,27975
1544,ST PAULET,30844
1545,JUZANVIGNY,32979
1546,LE BERSAC,18511
1547,SAULNIERES,18576
1548,SALLELES D AUDE,9956
1549,LOCHES SUR OURCE,29083
1550,CEILLAC,29750
1551,SOUANCE AU PERCHE,14425
1552,SALLES SUR L HERS,19157
1553,LONGEVILLE SUR MOGNE,29956
1554,CHABOTTES,12011
1555,THIMERT GATELLES,22119
1556,SALSIGNE,16567
1557,LONGSOLS,33752
1558,CHATEAUVIEUX,13491
1559,TREMBLAY LES VILLAGES,23190
1560,SEIGNALENS,31613
1561,LUSIGNY SUR BARSE,600
1562,CHATEAU VILLE VIEILLE,28532
1563,TRIZAY LES BONNEVAL,10523
1564,SOUILHE,18088
1565,LUYERES,17586
1566,ESPARRON,32684
1567,VAUPILLON,13450
1568,TERROLES,31200
1569,MACEY,15879
1570,FOUILLOUSE,22436
1571,VERNOUILLET,1239
1572,THEZAN DES CORBIERES,29613
1573,MESNIL LA COMTESSE,33289
1574,JARJAYES,11145
1575,EOLE EN BEAUCE,30181
1576,TREBES,2067
1577,MESNIL LETTRE,33692
1578,LARDIER ET VALENCA,26029
1579,VILLAMPUY,32342
1580,TUCHAN,19860
1581,MESSON,16654
1582,LE MONETIER LES BAINS,19119
1583,VITRAY EN BEAUCE,31352
1584,VERDUN EN LAURAGAIS,26801
1585,MONTCEAUX LES VAUDES,28528
1586,NOSSAGE ET BENEVENT,25986
1587,LES VILLAGES VOVEENS,11838
1588,VERZEILLE,6488
1589,MONTIERAMEY,824
1590,ORCIERES,17969
1591,YERMENONVILLE,15265
1592,VILLELONGUE D AUDE,32597
1593,MONTIGNY LES MONTS,28539
1594,ORPIERRE,25356
1595,YEVRES,14151
1596,VILLEMAGNE,25379
1597,MOREMBERT,33304
1598,VALLOUISE PELVOUX,22552
1599,ARZANO,7101
1600,VILLENEUVE LES MONTREAL,23487
1601,LA MOTTE TILLY,13378
1602,VALLOUISE PELVOUX,22552
1603,BAYE,3694
1604,VILLEPINTE,11640
1605,NOGENT EN OTHE,34149
1606,LE POET,14224
1607,BOHARS,814
1608,VILLESEQUE DES CORBIERES,28302
1609,NOGENT SUR AUBE,33150
1610,PUY ST ANDRE,14169
1611,BREST,6
1612,AGUESSAC,6718
1613,ORMES,27008
1614,PUY ST EUSEBE,18223
1615,CAMARET SUR MER,590
1616,AURIAC LAGAST,32539
1617,POIVRES,34395
1618,PUY ST VINCENT,10770
1619,CHATEAULIN,4153
1620,BALAGUIER D OLT,23550
1621,POLIGNY,25785
1622,RIBEYRET,34406
1623,LE CLOITRE ST THEGONNEC,25303
1624,BALAGUIER SUR RANCE,32000
1625,POUY SUR VANNES,31907
1626,VAL BUECH MEOUGE,15195
1627,COMBRIT,203
1628,BOR ET BAR,27025
1629,PRUNAY BELLEVILLE,32232
1630,RISOUL,17691
1631,ERGUE GABERIC,1429
1632,BOUSSAC,21578
1633,RACINES,23137
1634,ROCHEBRUNE,28534
1635,LA FEUILLEE,30571
1636,BRANDONNET,10260
1637,ROSIERES PRES TROYES,813
1638,ROSANS,31730
1639,GARLAN,2792
1640,CALMELS ET LE VIALA,22255
1641,LA ROTHIERE,30810
1642,ST APOLLINAIRE,15508
1643,GOURLIZON,10776
1644,CAMJAC,20030
1645,ROUILLY SACEY,23147
1646,LE DEVOLUY,21015
1647,GUENGAT,4098
1648,CAMPOURIEZ,25748
1649,ROUVRES LES VIGNES,27156
1650,ST JEAN ST NICOLAS,14078
1651,GUIMAEC,574
1652,BARAQUEVILLE,2599
1653,ST GERMAIN,1961
1654,ST JEAN ST NICOLAS,14078
1655,GUIPAVAS,66
1656,CASSUEJOULS,33263
1657,ST GERMAIN,1961
1658,ST JULIEN EN BEAUCHENE,33018
1659,MILIZAC GUIPRONVEL,2271
1660,LA CAVALERIE,13958
1661,ST JEAN DE BONNEVAL,18234
1662,ST MARTIN DE QUEYRIERES,9569
1663,KERNILIS,10063
1664,CONQUES EN ROUERGUE,13877
1665,ST JULIEN LES VILLAS,931
1666,ST MICHEL DE CHAILLOL,14569
1667,KERNOUES,9286
1668,CURIERES,33445
1669,ST LOUP DE BUFFIGNY,29792
1670,LE SAIX,33471
1671,LANDEDA,661
1672,ESCANDOLIERES,15915
1673,STE MAURE,3853
1674,SALERANS,33026
1675,LANDERNEAU,92
1676,FIRMI,6626
1677,STE MAURE,3853
1678,TALLARD,7123
1679,LANDUDEC,7257
1680,GAILLAC D AVEYRON,30530
1681,ST PARRES AUX TERTRES,778
1682,THEUS,15848
1683,LANVEOC,344
1684,GALGAN,8655
1685,ST PARRES LES VAUDES,18158
1686,UPAIX,17998
1687,LOC BREVALAIRE,14554
1688,GOUTRENS,18111
1689,ST REMY SOUS BARBUISE,30411
1690,VITROLLES,29414
1691,LOPERHET,208
1692,LACROIX BARREZ,33014
1693,ST THIBAULT,13951
1694,AIGLUN,33285
1695,NEVEZ,604
1696,LANUEJOULS,16270
1697,SOMMEVAL,25410
1698,ANDON,29351
1699,PLEUVEN,1216
1700,LAVAL ROQUECEZIERE,33942
1701,THIL,34105
1702,AUVARE,32960
1703,PLEYBER CHRIST,5729
1704,LIVINHAC LE HAUT,3346
1705,TRAINEL,20171
1706,BAIROLS,33680
1707,PLOGASTEL ST GERMAIN,7031
1708,LUC LA PRIMAUBE,1016
1709,TURGY,32298
1710,BERRE LES ALPES,8400
1711,PLONEIS,3407
1712,LUGAN,6752
1713,VAUCHASSIS,24170
1714,CABRIS,2166
1715,PLONEVEZ DU FAOU,22614
1716,LUNAC,21529
1717,LA VENDUE MIGNOT,28171
1718,CAGNES SUR MER,24
1719,PLOUDANIEL,5435
1720,MILLAU,419
1721,VERPILLIERES SUR OURCE,33333
1722,CANNES,13
1723,PLOUEZOC H,194
1724,MONTPEYROUX,32928
1725,VILLACERF,20978
1726,CARROS,1026
1727,PLOUGASNOU,258
1728,MONTROZIER,13554
1729,LA VILLE AUX BOIS,33825
1730,CAUSSOLS,16327
1731,PLOUGUERNEAU,605
1732,MONTROZIER,13554
1733,VILLEMOIRON EN OTHE,31947
1734,CHATEAUNEUF D ENTRAUNES,34421
1735,PLOUHINEC,645
1736,MOSTUEJOULS,30591
1737,VILLEMORIEN,29535
1738,CLANS,26433
1739,PLOURIN,9515
1740,LE NAYRAC,25112
1741,VILLENAUXE LA GRANDE,16329
1742,COARAZE,19037
1743,PLOUZANE,79
1744,OLEMPS,686
1745,VILLE SOUS LA FERTE,29279
1746,CONTES,2123
1747,PLOUZEVEDE,11080
1748,PIERREFICHE,33582
1749,VILLE SUR ARCE,17069
1750,CUEBRIS,26515
1751,PLUGUFFAN,1908
1752,PRADINAS,23820
1753,VILLE SUR TERRE,33664
1754,DALUIS,33876
1755,PORSPODER,872
1756,RIVIERE SUR TARN,20052
1757,VITRY LE CROISE,34043
1758,DRAP,1387
1759,POULDERGAT,6361
1760,RODEZ,16
1761,VOUE,25261
1762,DURANUS,27100
1763,POULDREUZIC,603
1764,ROUSSENNAC,12489
1765,VOUGREY,30436
1766,L ESCARENE,5190
1767,QUEMENEVEN,15513
1768,ST BEAUZELY,21514
1769,ALBIERES,33799
1770,GARS,33296
1771,RIEC SUR BELON,503
1772,STE EULALIE DE CERNON,32280
1773,ANTUGNAC,11697
1774,GRASSE,178
1775,ST DIVY,2410
1776,ARGENCES EN AUBRAC,834
1777,ARQUES,28308
1778,GRASSE,178
1779,ST GOAZEC,28305
1780,ST GENIEZ D OLT ET D AUBRAC,14218
1781,AZILLE,16686
1782,LUCERAM,21925
1783,ST JEAN DU DOIGT,409
1784,ST IGEST,18123
1785,BADENS,12482
1786,NICE,4
1787,ST MARTIN DES CHAMPS,95
1788,ST JEAN D ALCAPIES,18950
1789,BAGES,524
1790,NICE,4
1791,ST RENAN,611
1792,ST LAURENT DE LEVEZOU,30644
1793,BARAIGNE,26448
1794,PEILLE,3656
1795,ST THOIS,27738
1796,ST LEONS,30662
1797,BELVEZE DU RAZES,23879
1798,LA PENNE,24536
1799,ST URBAIN,7383
1800,ST MARTIN DE LENNE,33350
1801,BIZE MINERVOIS,18958
1802,PEONE,30315
1803,SCAER,6637
1804,ST ROME DE TARN,6375
1805,CAHUZAC,31071
1806,PIERLAS,34348
1807,SIBIRIL,696
1808,ST SANTIN,14433
1809,CAMPS SUR L AGLY,32555
1810,LA ROQUETTE SUR SIAGNE,1457
1811,TREBABU,719
1812,ST SYMPHORIEN DE THENIERES,30698
1813,CARCASSONNE,88
1814,LE ROURET,1820
1815,TREFLEVENEZ,13221
1816,ST SYMPHORIEN DE THENIERES,30698
1817,LA CASSAIGNE,28099
1818,SPERACEDES,3790
1819,TREGARVAN,938
1820,CAUSSE ET DIEGE,8234
1821,CASTELRENG,24421
1822,VALDEROURE,31341
1823,TREGLONOU,720
1824,SEVERAC D AVEYRON,8235
1825,VAL DE LAMBRONNE,33007
1826,VILLARS SUR VAR,28434
1827,TREGOUREZ,20300
1828,THERONDELS,939
1829,CAUNES MINERVOIS,16424
1830,VILLENEUVE LOUBET,55
1831,LE TREHOU,26313
1832,TREMOUILLES,19681
1833,CORBIERES,30708
1834,ALBOUSSIERE,13295
1835,ALATA,467
1836,LE TRUEL,27140
1837,COUDONS,20011
1838,ALISSAS,5815
1839,CANNELLE,28618
1840,VILLECOMTAL,20679
1841,COURNANEL,10218
1842,VALLEES D ANTRAIGUES ASPERJOC,20403
1843,CASAGLIONE,918
1844,CURAN,1031
1845,COURTAULY,33006
